global_step,episodic_return,algorithm,seed,run_dir
56,14.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
64,16.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
76,19.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
144,17.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
168,28.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
172,27.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
220,12.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
240,24.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
268,25.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
272,13.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
288,72.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
308,17.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
340,18.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
344,14.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
352,20.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
388,20.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
392,12.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
444,23.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
452,16.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
492,12.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
520,45.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
544,38.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
552,15.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
556,26.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
608,14.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
616,18.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
668,13.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
684,41.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
724,42.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
752,21.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
768,21.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
824,14.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
836,57.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
872,30.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
896,18.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
900,16.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
996,68.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1000,32.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1004,27.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1040,35.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1100,24.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1120,30.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1124,32.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1136,24.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1172,12.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1184,21.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1228,11.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1256,34.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1260,22.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1276,12.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1316,14.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1324,17.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1336,15.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1360,11.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1424,25.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1432,24.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1440,76.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1464,26.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1468,11.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1528,22.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1528,15.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1544,20.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1596,17.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1600,18.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1620,47.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1644,12.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1696,13.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1736,29.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1740,11.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1756,39.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1816,20.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1840,25.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1924,21.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
1952,102.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
2016,16.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
2016,65.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
2048,31.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
2084,67.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
2084,17.0,ppo_per,2,runs\CartPole-v1__ppo_per__2__1784433257
