global_step,episodic_return,algorithm,seed,run_dir
52,13.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
56,14.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
76,19.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
92,9.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
96,24.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
132,14.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
160,27.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
180,22.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
200,26.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
208,12.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
220,10.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
220,22.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
260,10.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
304,24.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
304,21.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
340,35.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
344,21.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
372,17.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
392,22.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
392,12.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
424,13.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
448,14.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
464,18.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
500,19.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
500,40.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
540,19.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
544,24.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
560,15.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
588,12.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
640,13.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
644,25.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
648,22.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
688,10.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
736,23.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
768,67.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
776,22.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
796,39.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
800,16.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
860,21.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
868,25.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
880,20.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
908,28.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
932,16.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
996,34.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1004,24.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1032,25.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1072,19.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1104,56.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1124,30.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1128,24.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1152,20.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1184,20.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1204,20.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1248,16.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1252,12.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1260,27.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1272,36.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1300,12.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1320,12.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1324,16.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1364,11.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1384,15.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
1388,22.0,ppo_per,1,runs\CartPole-v1__ppo_per__1__1784432398
