global_step,episodic_return,algorithm,seed,run_dir
48,12.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
80,20.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
108,15.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
160,40.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
172,16.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
188,27.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
208,52.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
216,14.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
276,26.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
276,17.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
292,19.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
312,31.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
360,17.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
420,36.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
420,15.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
436,40.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
448,34.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
472,13.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
496,19.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
516,20.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
528,20.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
560,16.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
580,27.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
580,13.0,ppo_uniform_replay_ablation,5,runs\CartPole-v1__ppo_uniform_replay_ablation__5__1784601552
