global_step,episodic_return,algorithm,seed,run_dir
68,17.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
80,20.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
124,14.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
148,37.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
156,19.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
172,12.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
176,44.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
216,11.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
248,25.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
256,25.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
276,25.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
292,11.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
300,21.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
304,12.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
328,13.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
344,10.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
360,17.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
400,18.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
416,29.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
420,19.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
456,14.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
508,37.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
576,40.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
584,19.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
600,36.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
628,52.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
640,14.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
652,19.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
664,16.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
696,17.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
728,16.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
744,23.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
784,36.0,ppo_uniform_replay_ablation,4,runs\CartPole-v1__ppo_uniform_replay_ablation__4__1784600693
