global_step,episodic_return,algorithm,seed,run_dir
60,15.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
92,23.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
96,24.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
144,21.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
152,14.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
156,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
192,48.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
248,14.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
252,25.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
260,26.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
264,30.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
340,20.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
344,20.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
360,28.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
368,29.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
392,13.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
404,11.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
436,23.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
460,17.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
500,24.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
520,15.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
568,12.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
568,17.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
572,51.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
600,41.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
640,18.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
664,23.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
696,24.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
704,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
736,18.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
752,14.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
772,17.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
792,56.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
808,14.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
852,11.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
856,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
864,32.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
900,32.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
932,20.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
964,25.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
980,12.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1000,25.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1056,23.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1088,27.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1140,13.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1148,23.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1180,45.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1184,11.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1208,88.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1224,19.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1224,10.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1272,12.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1272,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1300,19.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1324,13.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1332,15.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1360,45.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1364,10.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1372,10.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1392,23.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1400,9.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1464,26.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1464,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1500,27.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1516,13.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1536,18.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1540,42.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1556,14.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1596,15.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1604,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1632,9.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1644,32.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1676,11.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1680,31.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1692,12.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1724,30.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1728,13.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1744,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1764,18.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1768,10.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1816,13.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1876,27.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1880,16.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1968,23.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
1968,22.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
2056,22.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
2116,93.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
2136,20.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
2152,46.0,ppo_prioritized_replay_ablation,3,runs\CartPole-v1__ppo_prioritized_replay_ablation__3__1784604342
