global_step,episodic_return,algorithm,seed,run_dir
56,14.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
64,16.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
76,19.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
144,17.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
168,28.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
172,27.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
220,12.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
240,24.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
268,25.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
272,13.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
288,72.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
308,17.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
340,18.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
344,14.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
352,20.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
388,20.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
392,12.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
444,23.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
452,16.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
492,12.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
520,45.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
544,38.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
552,15.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
556,26.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
608,14.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
616,18.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
668,13.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
684,41.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
724,42.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
752,21.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
768,21.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
824,14.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
836,57.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
872,30.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
896,18.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
900,16.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
996,68.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
1000,32.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
1004,27.0,ppo_uniform_replay_ablation,2,runs\CartPole-v1__ppo_uniform_replay_ablation__2__1784599005
