Wall time,Step,Value
1784093242.742607,19,19.0
1784093242.7625406,36,17.0
1784093242.7864604,60,24.0
1784093242.812374,77,17.0
1784093242.854188,97,20.0
1784093242.8711305,113,16.0
1784093243.2029326,139,26.0
1784093243.2418082,175,36.0
1784093243.2796795,211,36.0
1784093243.3083887,231,20.0
1784093243.3233387,243,12.0
1784093243.4835625,326,83.0
1784093243.5044923,346,20.0
1784093243.5333972,373,27.0
1784093243.6271002,390,17.0
1784093243.6580646,415,25.0
1784093243.6819453,434,19.0
1784093243.702875,454,20.0
1784093243.7357655,480,26.0
1784093243.7666633,507,27.0
1784093243.8708222,524,17.0
1784093243.8867688,540,16.0
1784093243.9023597,555,15.0
1784093243.916313,568,13.0
1784093243.9392352,587,19.0
1784093243.9751165,624,37.0
1784093244.070795,648,24.0
1784093244.1814625,756,108.0
1784093244.273157,771,15.0
1784093244.2990694,793,22.0
1784093244.3817964,872,79.0
1784093244.5122275,920,48.0
1784093244.5311663,939,19.0
1784093244.5919611,995,56.0
1784093244.624851,1020,25.0
1784093244.7183707,1041,21.0
1784093244.7373056,1057,16.0
1784093244.752257,1072,15.0
1784093244.7928946,1110,38.0
1784093244.8098364,1123,13.0
1784093244.9234774,1155,32.0
1784093244.9573658,1185,30.0
1784093245.001216,1216,31.0
1784093245.0706687,1273,57.0
1784093245.175504,1298,25.0
1784093245.2472687,1371,73.0
1784093245.4277692,1473,102.0
1784093245.4827302,1527,54.0
1784093245.6506464,1611,84.0
1784093245.6725755,1627,16.0
1784093245.8303452,1688,61.0
1784093245.909082,1763,75.0
1784093245.9300103,1780,17.0
1784093246.092469,1866,86.0
1784093246.1413038,1917,51.0
1784093246.3396635,2021,104.0
1784093246.4502943,2053,32.0
1784093246.5196,2116,63.0
1784093246.770779,2264,148.0
1784093246.886547,2309,45.0
1784093246.9074275,2330,21.0
1784093246.9742644,2393,63.0
1784093247.1197164,2459,66.0
1784093247.1835077,2522,63.0
1784093247.5160651,2708,186.0
1784093247.577835,2770,62.0
1784093247.6980922,2826,56.0
1784093247.7778263,2906,80.0
1784093247.936327,2998,92.0
1784093248.1136403,3100,102.0
1784093248.204274,3191,91.0
1784093248.6529098,3411,220.0
1784093248.8372521,3518,107.0
1784093248.889042,3572,54.0
1784093249.0519128,3641,69.0
1784093249.219008,3727,86.0
1784093249.3329177,3820,93.0
1784093249.4539907,3866,46.0
1784093249.5279484,3935,69.0
1784093249.8919704,4152,217.0
1784093250.0693755,4258,106.0
1784093250.2765515,4385,127.0
1784093250.366807,4473,88.0
1784093250.46351,4502,29.0
1784093250.5742922,4603,101.0
1784093250.7434857,4690,87.0
1784093250.9382143,4813,123.0
1784093251.102728,4876,63.0
1784093251.3346915,4992,116.0
1784093251.7912867,5157,165.0
1784093252.0733428,5296,139.0
1784093252.307083,5397,101.0
1784093252.5409458,5508,111.0
1784093252.617708,5560,52.0
1784093252.8616354,5669,109.0
1784093252.954273,5726,57.0
1784093253.2458572,5863,137.0
1784093253.5334423,5991,128.0
1784093253.8415582,6139,148.0
1784093254.2657344,6308,169.0
1784093254.8906977,6613,305.0
1784093254.9465134,6650,37.0
1784093255.5440814,6785,135.0
1784093255.8608103,6898,113.0
1784093256.2547672,6984,86.0
1784093256.852767,7147,163.0
1784093257.7899973,7349,202.0
1784093258.3983703,7497,148.0
1784093258.736143,7559,62.0
1784093259.3416245,7721,162.0
1784093259.86454,7857,136.0
1784093260.596503,8053,196.0
1784093261.4210484,8222,169.0
1784093262.0611694,8388,166.0
1784093263.157513,8647,259.0
1784093263.7571342,8799,152.0
1784093264.5717409,8966,167.0
1784093265.1330817,9104,138.0
1784093265.666715,9241,137.0
1784093265.8595138,9306,65.0
1784093266.5003128,9459,153.0
1784093267.2690592,9622,163.0
1784093267.463566,9693,71.0
1784093268.267879,9857,164.0
1784093268.797857,9989,132.0
1784093270.056978,10314,325.0
1784093270.9664092,10516,202.0
1784093271.5129075,10649,133.0
1784093272.2078881,10827,178.0
1784093272.6474109,10923,96.0
1784093273.1943066,11063,140.0
1784093274.0825975,11279,216.0
1784093274.6645858,11431,152.0
1784093274.8577797,11494,63.0
1784093275.4880383,11643,149.0
1784093275.7644863,11681,38.0
1784093276.040373,11769,88.0
1784093276.4925008,11866,97.0
1784093276.7981365,11914,48.0
1784093277.4207332,12087,173.0
1784093277.5922816,12142,55.0
1784093278.3773773,12301,159.0
1784093278.5308454,12349,48.0
1784093279.1021762,12478,129.0
1784093279.6322086,12608,130.0
1784093279.9791355,12673,65.0
1784093280.4931476,12804,131.0
1784093280.728384,12886,82.0
1784093281.5953226,13070,184.0
1784093282.248267,13245,175.0
1784093283.275133,13480,235.0
1784093283.476019,13545,65.0
1784093284.0363119,13683,138.0
1784093284.420754,13760,77.0
1784093284.9753435,13896,136.0
1784093285.9327993,14119,223.0
1784093286.412608,14225,106.0
1784093286.7226634,14336,111.0
1784093287.4688935,14487,151.0
1784093288.123355,14645,158.0
1784093288.348594,14702,57.0
1784093289.19259,14866,164.0
1784093289.8919163,15048,182.0
1784093290.591729,15230,182.0
1784093290.8936424,15281,51.0
1784093291.1349003,15359,78.0
1784093291.9303901,15521,162.0
1784093292.4474313,15635,114.0
1784093293.3055708,15862,227.0
1784093294.0401754,16005,143.0
1784093294.6734169,16162,157.0
1784093295.0149417,16256,94.0
1784093295.416039,16337,81.0
1784093295.9900439,16483,146.0
1784093297.0323095,16737,254.0
1784093297.5507867,16864,127.0
