Wall time,Step,Value
1784280091.7956913,10,11.0
1784280091.7966883,32,22.0
1784280091.7996776,71,20.0
1784280091.8006747,84,13.0
1784280091.8016775,101,17.0
1784280091.8036582,116,15.0
1784280091.8046641,137,21.0
1784280091.8066611,153,16.0
1784280091.8076441,165,12.0
1784280091.809649,177,12.0
1784280091.811638,227,50.0
1784280091.8136315,243,16.0
1784280091.814629,259,16.0
1784280091.8166218,273,14.0
1784280091.8182607,302,29.0
1784280091.9129488,325,23.0
1784280091.9139538,348,23.0
1784280091.915946,376,28.0
1784280091.918928,401,25.0
1784280091.9199367,416,15.0
1784280091.9219255,445,29.0
1784280091.922915,457,12.0
1784280091.9239206,471,14.0
1784280091.924916,489,18.0
1784280091.9259055,500,11.0
1784280091.9299016,532,32.0
1784280091.931897,562,30.0
1784280091.9368687,603,24.0
1784280091.938869,626,23.0
1784280091.940866,650,24.0
1784280091.9428787,669,19.0
1784280091.9439178,684,15.0
1784280091.9468462,725,41.0
1784280091.9508288,771,26.0
1784280091.952815,789,18.0
1784280091.9538202,810,21.0
1784280091.9558818,834,24.0
1784280091.9578657,855,21.0
1784280091.961786,899,12.0
1784280091.9647756,922,23.0
1784280091.96678,946,24.0
1784280091.969776,989,43.0
1784280091.9737449,1028,39.0
1784280091.9747498,1039,11.0
1784280091.9787397,1102,44.0
1784280091.981718,1122,20.0
1784280091.9857044,1180,58.0
1784280091.987733,1204,24.0
1784280091.991752,1235,31.0
1784280091.995679,1283,48.0
1784280091.9996593,1301,18.0
1784280092.0016513,1313,12.0
1784280092.0046437,1323,10.0
1784280092.0086293,1361,22.0
1784280092.0096252,1376,15.0
1784280092.011627,1404,28.0
1784280092.0136113,1418,14.0
1784280092.015616,1436,18.0
1784280092.0166137,1456,20.0
1784280092.0215936,1474,18.0
1784280092.0245764,1501,27.0
1784280092.0275655,1521,20.0
1784280092.029558,1532,11.0
1784280092.0325503,1581,49.0
1784280092.0385287,1668,63.0
1784280092.0415263,1695,27.0
1784280092.0425272,1706,11.0
1784280092.044518,1719,13.0
1784280092.0455053,1733,14.0
1784280092.048507,1745,12.0
1784280092.0504966,1782,37.0
1784280092.0514843,1793,11.0
1784280092.054521,1827,34.0
1784280092.0604672,1874,25.0
1784280092.0624557,1894,20.0
1784280092.0674453,1938,16.0
1784280092.070423,1961,23.0
1784280092.0724277,1983,22.0
1784280092.0754132,2018,35.0
1784280092.076414,2031,13.0
1784280092.0774076,2048,17.0
1784280092.0794013,2073,25.0
1784280092.0803878,2082,9.0
1784280092.082381,2093,11.0
1784280092.083387,2115,22.0
1784280092.0873656,2137,22.0
1784280092.0893664,2152,15.0
1784280092.0913634,2166,14.0
1784280092.0933535,2194,28.0
1784280092.099394,2261,35.0
1784280092.102385,2302,41.0
1784280092.107299,2331,29.0
1784280092.1092923,2344,13.0
1784280092.1103017,2366,22.0
1784280092.1122892,2390,24.0
1784280092.1152797,2407,17.0
1784280092.1192582,2423,16.0
1784280092.1212535,2448,25.0
1784280092.1232448,2459,11.0
1784280092.1272407,2508,49.0
1784280092.1282287,2519,11.0
1784280092.1302214,2534,15.0
1784280092.1342094,2553,19.0
1784280092.1362138,2563,10.0
1784280092.1391995,2590,27.0
1784280092.1411932,2616,26.0
1784280092.1431892,2632,16.0
1784280092.1452172,2644,12.0
1784280092.1472034,2658,14.0
1784280092.1501884,2683,25.0
1784280092.1541572,2713,30.0
1784280092.1591322,2752,39.0
1784280092.1601214,2764,12.0
1784280092.1621225,2783,19.0
1784280092.1641154,2802,19.0
1784280092.1651125,2821,19.0
1784280092.166103,2835,14.0
1784280092.1710851,2898,63.0
1784280092.17807,2957,31.0
1784280092.1840434,3000,43.0
1784280092.1880283,3027,27.0
1784280092.1940165,3092,28.0
1784280092.1970072,3110,18.0
1784280092.201982,3149,16.0
1784280092.2059753,3167,18.0
1784280092.207969,3191,24.0
1784280092.209955,3220,29.0
1784280092.2129447,3244,24.0
1784280092.214944,3259,15.0
1784280092.2169387,3277,18.0
1784280092.2179272,3291,14.0
1784280092.2209198,3314,23.0
1784280092.2229164,3335,21.0
1784280092.2259066,3348,13.0
1784280092.2298942,3381,22.0
1784280092.2308989,3393,12.0
1784280092.2319005,3409,16.0
1784280092.235875,3424,15.0
1784280092.243847,3467,11.0
1784280092.2458403,3479,12.0
1784280092.2488303,3498,19.0
1784280092.25182,3530,32.0
1784280092.2578793,3559,29.0
1784280092.2618206,3589,30.0
1784280092.2668412,3633,44.0
1784280092.27079,3646,13.0
1784280092.2718298,3660,14.0
1784280092.2727818,3671,11.0
1784280092.2807245,3712,16.0
1784280092.2817225,3729,17.0
1784280092.2847111,3745,16.0
1784280092.2897012,3762,17.0
1784280092.2926855,3776,14.0
1784280092.2946846,3799,23.0
1784280092.3026578,3857,30.0
1784280092.3067026,3878,21.0
1784280092.3096285,3900,22.0
1784280092.3186047,3979,58.0
1784280092.3245773,4029,50.0
1784280092.3295598,4063,34.0
1784280092.3336465,4107,44.0
1784280092.3415208,4158,30.0
1784280092.3435152,4181,23.0
1784280092.3475082,4203,22.0
1784280092.3514953,4224,21.0
1784280092.3534808,4238,14.0
1784280092.3564806,4255,17.0
1784280092.3574784,4266,11.0
1784280092.3604643,4282,16.0
1784280092.3654468,4309,27.0
1784280092.367447,4331,22.0
1784280092.371422,4350,19.0
1784280092.3754077,4366,16.0
1784280092.3823957,4417,15.0
1784280092.397345,4532,26.0
1784280092.398411,4545,13.0
1784280092.3993974,4560,15.0
1784280092.4063127,4579,19.0
1784280092.4083083,4593,14.0
1784280092.4102979,4616,23.0
1784280092.4143143,4643,12.0
1784280092.4202664,4676,33.0
1784280092.425316,4720,44.0
1784280092.4323282,4765,45.0
1784280092.4372108,4783,18.0
1784280092.4441843,4831,18.0
1784280092.4472394,4855,24.0
1784280092.4491608,4872,17.0
1784280092.4521503,4888,16.0
1784280092.4541574,4905,17.0
1784280092.4561405,4915,10.0
1784280092.465117,4999,84.0
1784280092.469095,5015,16.0
1784280092.4730933,5034,19.0
1784280092.4750745,5044,10.0
1784280092.4760702,5055,11.0
1784280092.4810653,5072,17.0
1784280092.4850402,5101,20.0
1784280092.4890342,5128,27.0
1784280092.492092,5139,11.0
1784280092.4980085,5168,14.0
1784280092.5010006,5179,11.0
1784280092.5039778,5194,15.0
1784280092.505978,5214,20.0
1784280092.508968,5230,16.0
1784280092.5109646,5251,21.0
1784280092.5194619,5318,67.0
1784280092.5294404,5358,15.0
1784280092.5324173,5387,29.0
1784280092.5344229,5400,13.0
1784280092.535469,5409,9.0
1784280092.5404713,5429,20.0
1784280092.5449755,5446,17.0
1784280092.546965,5457,11.0
1784280092.5489502,5465,8.0
1784280092.5509555,5484,19.0
1784280092.551949,5497,13.0
1784280092.5549908,5511,14.0
1784280092.5599275,5536,25.0
1784280092.5633898,5569,33.0
1784280092.567358,5586,17.0
1784280092.5693445,5602,16.0
1784280092.5723429,5618,16.0
1784280092.5783646,5651,33.0
1784280092.5803664,5683,32.0
1784280092.5838733,5695,12.0
1784280092.590855,5729,34.0
1784280092.5978196,5772,23.0
1784280092.605828,5819,47.0
1784280092.6088161,5851,32.0
1784280092.611803,5869,18.0
1784280092.6178463,5911,26.0
1784280092.621775,5921,10.0
1784280092.6247609,5932,11.0
1784280092.6297567,5966,22.0
1784280092.6337724,5987,11.0
1784280092.6437364,6037,15.0
1784280092.6467328,6053,16.0
1784280092.6477191,6069,16.0
1784280092.6526368,6096,27.0
1784280092.6566336,6108,12.0
1784280092.6626098,6147,28.0
1784280092.6656046,6162,15.0
1784280092.6665974,6176,14.0
1784280092.669587,6189,13.0
1784280092.6735737,6202,13.0
1784280092.677553,6221,19.0
1784280092.6805441,6236,15.0
1784280092.6835334,6257,21.0
1784280092.693511,6320,15.0
1784280092.7014806,6376,43.0
1784280092.7054706,6426,17.0
1784280092.7094543,6445,19.0
1784280092.716424,6470,14.0
1784280092.720419,6488,18.0
1784280092.7224145,6501,13.0
1784280092.7293866,6543,42.0
1784280092.7323794,6567,24.0
1784280092.7343738,6583,16.0
1784280092.738407,6609,26.0
1784280092.740419,6640,31.0
1784280092.7443295,6656,16.0
1784280092.747328,6670,14.0
1784280092.751314,6686,16.0
1784280092.7612848,6724,11.0
1784280092.7652664,6749,25.0
1784280092.7682571,6771,22.0
1784280092.7722764,6787,16.0
1784280092.7772284,6818,31.0
1784280092.7822137,6847,17.0
1784280092.783211,6861,14.0
1784280092.7911806,6917,56.0
1784280092.7971623,6959,42.0
1784280092.8101091,7029,70.0
1784280092.8121138,7041,12.0
1784280092.8140962,7055,14.0
1784280092.8231745,7093,38.0
1784280092.8274884,7120,27.0
1784280092.8294578,7130,10.0
1784280092.83344,7146,16.0
1784280092.837348,7161,15.0
1784280092.8403363,7175,14.0
1784280092.8423371,7205,30.0
1784280092.8484073,7243,38.0
1784280092.8533013,7274,31.0
1784280092.8582742,7282,8.0
1784280092.86028,7297,15.0
1784280092.8633564,7311,14.0
1784280092.8742294,7378,14.0
1784280092.882195,7430,39.0
1784280092.8831918,7440,10.0
1784280092.8871784,7461,21.0
1784280092.891165,7479,18.0
1784280092.8941622,7499,20.0
1784280092.8981526,7508,9.0
1784280092.9011316,7534,26.0
1784280092.9061224,7554,20.0
1784280092.9101105,7574,20.0
1784280092.9130998,7592,18.0
1784280092.91609,7603,11.0
1784280092.9190714,7626,23.0
1784280092.921066,7646,20.0
1784280092.9230666,7661,15.0
1784280092.9300444,7690,29.0
1784280092.9320369,7702,12.0
1784280092.935018,7716,14.0
1784280092.9400086,7729,13.0
1784280092.943997,7743,14.0
1784280092.9469872,7760,17.0
1784280092.953965,7801,41.0
1784280092.9589481,7844,43.0
1784280092.9609315,7854,10.0
1784280092.965922,7876,22.0
1784280092.968905,7893,17.0
1784280092.971925,7905,12.0
1784280092.9758887,7923,18.0
1784280092.9788795,7946,23.0
1784280092.9808757,7961,15.0
1784280092.984859,7979,18.0
1784280092.9868462,7993,14.0
1784280092.9918396,8014,21.0
1784280092.9948266,8031,17.0
1784280092.998817,8054,23.0
1784280093.0057828,8080,11.0
1784280093.0097766,8109,29.0
1784280093.0127718,8128,19.0
1784280093.0157561,8139,11.0
1784280093.0177498,8156,17.0
1784280093.028713,8186,30.0
1784280093.0316947,8203,17.0
1784280093.033722,8214,11.0
1784280093.039676,8245,31.0
1784280093.0416617,8260,15.0
1784280093.0447195,8276,16.0
1784280093.0477118,8294,18.0
1784280093.0556839,8331,37.0
1784280093.0626276,8375,13.0
1784280093.066611,8385,10.0
1784280093.0715637,8401,16.0
1784280093.0735633,8421,20.0
1784280093.0765452,8436,15.0
1784280093.0835228,8460,24.0
1784280093.089509,8471,11.0
1784280093.0954893,8503,32.0
1784280093.0974844,8519,16.0
1784280093.10147,8541,22.0
1784280093.1084461,8571,9.0
1784280093.1134298,8602,31.0
1784280093.1194036,8620,18.0
1784280093.1233895,8634,14.0
1784280093.1253827,8646,12.0
1784280093.132366,8676,17.0
1784280093.1350617,8693,17.0
1784280093.1410646,8724,31.0
1784280093.1451428,8740,16.0
1784280093.150024,8756,16.0
1784280093.1550164,8791,35.0
1784280093.1619833,8836,20.0
1784280093.1759453,8911,29.0
1784280093.1769419,8921,10.0
1784280093.1859052,8965,44.0
1784280093.191885,8992,12.0
1784280093.196877,9015,23.0
1784280093.2008615,9045,30.0
1784280093.2078373,9068,13.0
1784280093.2098234,9086,18.0
1784280093.2140965,9106,20.0
1784280093.2150977,9115,9.0
1784280093.2200747,9139,24.0
1784280093.2220726,9151,12.0
1784280093.2250698,9162,11.0
1784280093.22806,9183,21.0
1784280093.23105,9199,16.0
1784280093.2430038,9253,43.0
1784280093.2479944,9291,38.0
1784280093.252979,9312,21.0
1784280093.268019,9391,52.0
1784280093.2819016,9462,20.0
1784280093.2849078,9489,27.0
1784280093.2978272,9530,31.0
1784280093.3028033,9570,40.0
1784280093.3117802,9597,27.0
1784280093.313766,9616,19.0
1784280093.321739,9647,31.0
1784280093.3366911,9730,71.0
1784280093.3396785,9740,10.0
1784280093.343675,9768,28.0
1784280093.34766,9783,15.0
1784280093.3570971,9815,32.0
1784280093.3610759,9846,31.0
1784280093.363077,9856,10.0
1784280093.3670561,9874,18.0
1784280093.3710425,9886,12.0
1784280093.3750389,9907,21.0
1784280093.3790238,9924,17.0
1784280093.3830118,9937,13.0
1784280093.390986,9976,22.0
1784280093.39297,9990,14.0
1784280093.394998,10001,11.0
1784280093.639622,10015,14.0
1784280093.652583,10036,21.0
1784280093.6625369,10055,19.0
1784280093.6665306,10068,13.0
1784280093.6755054,10085,17.0
1784280093.6824698,10100,15.0
1784280093.69144,10108,8.0
1784280093.6974201,10119,11.0
1784280093.709618,10144,25.0
1784280093.7215755,10161,17.0
1784280093.7265594,10172,11.0
1784280093.734534,10189,17.0
1784280093.7504814,10216,27.0
1784280093.7564602,10225,9.0
1784280093.7644346,10240,15.0
1784280093.7744,10254,14.0
1784280093.7913444,10297,19.0
1784280093.8047254,10316,19.0
1784280093.8212013,10344,28.0
1784280093.8431332,10381,20.0
1784280093.8491101,10394,13.0
1784280093.8580823,10406,12.0
1784280093.8690464,10427,21.0
1784280093.8760228,10440,13.0
1784280093.8849902,10456,16.0
1784280093.8939607,10472,16.0
1784280093.9019332,10487,15.0
1784280093.9168832,10515,28.0
1784280093.9258661,10533,18.0
1784280093.9358237,10557,24.0
1784280093.9447923,10573,16.0
1784280093.9497738,10587,14.0
1784280093.9687111,10618,14.0
1784280093.9756866,10629,11.0
1784280093.9896407,10656,27.0
1784280094.0065844,10691,19.0
1784280094.032577,10733,12.0
1784280094.0395546,10745,12.0
1784280094.0435483,10754,9.0
1784280094.0525105,10770,16.0
1784280094.076256,10817,47.0
1784280094.0822372,10827,10.0
1784280094.1001751,10865,38.0
1784280094.1111403,10886,21.0
1784280094.120107,10898,12.0
1784280094.1330645,10917,19.0
1784280094.1410382,10932,15.0
1784280094.156986,10961,12.0
1784280094.1609719,10973,12.0
1784280094.1769252,11008,35.0
1784280094.1868935,11021,13.0
1784280094.1983628,11044,23.0
1784280094.2048497,11059,15.0
1784280094.2226615,11092,33.0
1784280094.2356195,11116,12.0
1784280094.2416,11129,13.0
1784280094.2475893,11140,11.0
1784280094.2575452,11153,13.0
1784280094.3153539,11267,52.0
1784280094.3462505,11325,58.0
1784280094.362197,11353,16.0
1784280094.373158,11370,17.0
1784280094.3851187,11390,20.0
1784280094.3980777,11403,13.0
1784280094.4120305,11430,27.0
1784280094.4299707,11468,38.0
1784280094.4449205,11491,23.0
1784280094.4528954,11507,16.0
1784280094.4668443,11531,24.0
1784280094.472828,11549,18.0
1784280094.484788,11571,22.0
1784280094.492761,11587,16.0
1784280094.4997373,11598,11.0
1784280094.5116947,11617,19.0
1784280094.5216703,11637,20.0
1784280094.5296373,11647,10.0
1784280094.5406005,11664,17.0
1784280094.549577,11685,11.0
1784280094.561528,11703,18.0
1784280094.566514,11716,13.0
1784280094.57947,11740,13.0
1784280094.5944204,11762,22.0
1784280094.6013963,11774,12.0
1784280094.6213312,11809,35.0
1784280094.631295,11825,16.0
1784280094.6382742,11836,11.0
1784280094.6432557,11845,9.0
1784280094.6532269,11859,14.0
1784280094.662192,11871,12.0
1784280094.6681743,11888,17.0
1784280094.6751516,11898,10.0
1784280094.6824205,11910,12.0
1784280094.6958332,11929,19.0
1784280094.7127771,11956,27.0
1784280094.7217472,11969,13.0
1784280094.7316558,11985,16.0
1784280094.7436147,12002,17.0
1784280094.7505927,12019,17.0
1784280094.7615538,12031,12.0
1784280094.7695408,12049,18.0
1784280094.7864697,12078,16.0
1784280094.797435,12095,17.0
1784280094.804419,12106,11.0
1784280094.819366,12125,19.0
1784280094.8260891,12135,10.0
1784280094.830073,12146,11.0
1784280094.8410397,12162,16.0
1784280094.846022,12174,12.0
1784280094.853996,12189,15.0
1784280094.8629732,12206,17.0
1784280094.8729298,12222,16.0
1784280094.8799095,12238,16.0
1784280094.8888764,12254,16.0
1784280094.8978484,12275,21.0
1784280094.9217687,12320,21.0
1784280094.9327319,12332,12.0
1784280094.9397147,12348,16.0
1784280094.9496732,12366,18.0
1784280094.9706059,12403,37.0
1784280094.976583,12417,14.0
1784280094.9825673,12430,13.0
1784280094.9875462,12440,10.0
1784280095.0005128,12467,27.0
1784280095.00748,12477,10.0
1784280095.017098,12492,15.0
1784280095.0250747,12502,10.0
1784280095.0400233,12523,21.0
1784280095.0460043,12537,14.0
