Wall time,Step,Value
1784281467.1401153,38,39.0
1784281467.1430335,86,48.0
1784281467.2043886,175,61.0
1784281467.206382,202,27.0
1784281467.2073903,218,16.0
1784281467.2083871,233,15.0
1784281467.2093713,246,13.0
1784281467.2113652,257,11.0
1784281467.2123618,276,19.0
1784281467.2149167,296,20.0
1784281467.2179143,330,34.0
1784281467.2189097,339,9.0
1784281467.2221916,372,33.0
1784281467.2231789,382,10.0
1784281467.2241757,395,13.0
1784281467.2251723,405,10.0
1784281467.226181,420,15.0
1784281467.2281728,441,21.0
1784281467.2301638,469,28.0
1784281467.231152,486,17.0
1784281467.2331457,514,28.0
1784281467.2351394,559,45.0
1784281467.2371323,576,17.0
1784281467.2391264,613,37.0
1784281467.240122,627,14.0
1784281467.241119,646,19.0
1784281467.2421155,662,16.0
1784281467.2451174,692,15.0
1784281467.246102,707,15.0
1784281467.2471018,723,16.0
1784281467.2480955,743,20.0
1784281467.2490916,759,16.0
1784281467.251086,780,21.0
1784281467.2550733,820,24.0
1784281467.2560697,829,9.0
1784281467.259059,848,19.0
1784281467.260056,868,20.0
1784281467.263046,885,17.0
1784281467.269026,964,62.0
1784281467.2710283,1000,36.0
1784281467.2720242,1031,31.0
1784281467.273012,1053,22.0
1784281467.2750154,1082,29.0
1784281467.2760108,1093,11.0
1784281467.278995,1134,11.0
1784281467.2819824,1183,49.0
1784281467.284972,1245,9.0
1784281467.2869666,1264,19.0
1784281467.2869666,1277,13.0
1784281467.2879624,1299,22.0
1784281467.2889588,1309,10.0
1784281467.2899556,1332,23.0
1784281467.2929456,1380,14.0
1784281467.2939422,1406,26.0
1784281467.298926,1448,42.0
1784281467.299923,1457,9.0
1784281467.3019166,1474,17.0
1784281467.3059025,1535,61.0
1784281467.3068993,1552,17.0
1784281467.3078964,1569,17.0
1784281467.3098893,1589,20.0
1784281467.3108861,1612,23.0
1784281467.3128793,1622,10.0
1784281467.3168657,1672,14.0
1784281467.3178625,1685,13.0
1784281467.3188705,1700,15.0
1784281467.3208523,1729,29.0
1784281467.3228457,1749,20.0
1784281467.3238428,1774,25.0
1784281467.3258355,1791,17.0
1784281467.326841,1805,14.0
1784281467.3288298,1823,18.0
1784281467.335802,1898,37.0
1784281467.336813,1919,21.0
1784281467.3397894,1961,21.0
1784281467.3407857,1972,11.0
1784281467.342779,1994,22.0
1784281467.343776,2013,19.0
1784281467.3467655,2046,33.0
1784281467.3477747,2057,11.0
1784281467.3527582,2140,31.0
1784281467.3537426,2153,13.0
1784281467.354749,2173,20.0
1784281467.3557436,2183,10.0
1784281467.3567324,2195,12.0
1784281467.3637137,2242,47.0
1784281467.3647056,2257,15.0
1784281467.366709,2278,10.0
1784281467.3676956,2293,15.0
1784281467.369689,2310,17.0
1784281467.3706856,2324,14.0
1784281467.3726885,2350,26.0
1784281467.3746731,2379,29.0
1784281467.376675,2392,13.0
1784281467.3786595,2408,16.0
1784281467.3796556,2424,16.0
1784281467.3806522,2437,13.0
1784281467.3826456,2457,20.0
1784281467.3846388,2476,19.0
1784281467.385636,2486,10.0
1784281467.3876293,2517,31.0
1784281467.3906198,2545,28.0
1784281467.391616,2559,14.0
1784281467.3926141,2572,13.0
1784281467.3936093,2586,14.0
1784281467.3946092,2598,12.0
1784281467.3975956,2617,19.0
1784281467.3985925,2637,20.0
1784281467.400594,2663,26.0
1784281467.4025779,2694,31.0
1784281467.403576,2706,12.0
1784281467.4045732,2716,10.0
1784281467.405569,2733,17.0
1784281467.4065745,2749,16.0
1784281467.4085686,2778,29.0
1784281467.4105523,2828,50.0
1784281467.4135425,2873,25.0
1784281467.414539,2888,15.0
1784281467.4255025,2969,27.0
1784281467.426499,2979,10.0
1784281467.4294894,3002,10.0
1784281467.4314826,3019,17.0
1784281467.4360921,3048,13.0
1784281467.4404774,3075,12.0
1784281467.4424803,3110,35.0
1784281467.4438968,3123,13.0
1784281467.447881,3170,47.0
1784281467.4508684,3181,11.0
1784281467.4528565,3194,13.0
1784281467.4588366,3264,35.0
1784281467.4598331,3275,11.0
1784281467.4618418,3288,13.0
1784281467.4628234,3297,9.0
1784281467.4688106,3388,76.0
1784281467.4698079,3398,10.0
1784281467.471793,3423,25.0
1784281467.473786,3440,17.0
1784281467.4747827,3462,22.0
1784281467.4757795,3482,20.0
1784281467.4767883,3494,12.0
1784281467.4827573,3531,23.0
1784281467.4887362,3580,49.0
1784281467.492723,3617,25.0
1784281467.4937196,3629,12.0
1784281467.5017023,3732,69.0
1784281467.5026896,3759,27.0
1784281467.5056884,3779,20.0
1784281467.5136535,3851,14.0
1784281467.514658,3877,26.0
1784281467.517647,3893,16.0
1784281467.5196447,3932,15.0
1784281467.5206382,3949,17.0
1784281467.5216258,3974,25.0
1784281467.5236197,4005,31.0
1784281467.5286033,4027,9.0
1784281467.5305965,4042,15.0
1784281467.5315943,4059,17.0
1784281467.5345907,4082,23.0
1784281467.5365875,4100,18.0
1784281467.537573,4112,12.0
1784281467.5405703,4132,20.0
1784281467.542557,4157,25.0
1784281467.5465436,4181,24.0
1784281467.5475395,4193,12.0
1784281467.5525236,4229,36.0
1784281467.5545163,4243,14.0
1784281467.5615008,4311,13.0
1784281467.5694766,4400,15.0
1784281467.570463,4414,14.0
1784281467.5714593,4425,11.0
1784281467.5724647,4440,15.0
1784281467.575447,4458,18.0
1784281467.5784473,4479,21.0
1784281467.5814352,4502,10.0
1784281467.5834193,4519,17.0
1784281467.5864182,4553,34.0
1784281467.5884151,4579,26.0
1784281467.5903962,4619,40.0
1784281467.5963874,4668,21.0
1784281467.597373,4679,11.0
1784281467.599366,4695,16.0
1784281467.600363,4712,17.0
1784281467.6023562,4730,18.0
1784281467.605349,4741,11.0
1784281467.6073422,4764,23.0
1784281467.6093333,4789,25.0
1784281467.6133275,4812,23.0
1784281467.614328,4841,29.0
1784281467.6153128,4852,11.0
1784281467.6183107,4871,19.0
1784281467.6212933,4919,19.0
1784281467.6232862,4940,21.0
1784281467.625288,4972,32.0
